Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,34 - 36,Río Negro,10+,3,No,0,Developer,,Java,,,,,No,0,Bruto,Full-Time,27000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Dos,10,1001+,No,No cambié de empresa,"Comidas pagas/subvencionadas, Horarios flexibles"
Hombre,27 - 30,Río Negro,5,5,No,0,Developer,,"C, C++",,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Dos,7,201-500,No,No cambié de empresa,"Aumento por inflación, Guardería"
Hombre,37 - 40,Río Negro,10+,4,No,0,PM,,,,,,,,,,Full-Time,23000,Neto,1,1,Menos de un sueldo,Performance individual,Dos,10,1001+,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Departamento"
Hombre,27 - 30,Río Negro,10+,6,Sí,3,"SysAdmin, DevOps, Developer, Architect",,,,,,,,,,Full-Time,28000,Bruto,2,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Clases de idiomas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Río Negro,3,Menos de un año,No,0,Developer,,"Java, PHP",,,,,No,0,Neto,Part-Time,16633.3,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Río Negro,10+,9,No,0,SysAdmin / DevOps,"Linux, Windows, Mysql",VB *,,,,,No,0,Porcentaje de mi sueldo,Full-Time,25500,Neto,3,3,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Río Negro,10+,2,Sí,4,Architect,,,,,,,,,,Full-Time,37200,Neto,3,3,No,No recibo bono,Uno,24,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas"
Hombre,27 - 30,Río Negro,1,1,No,0,Developer,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Bruto,Full-Time,23000,Bruto,3,2,No,No recibo bono,Uno,10,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,31 - 33,Río Negro,2,2,Sí,1,PM,,,,,,,,,,Full-Time,15000,Neto,2,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Río Negro,10+,5,No,0,Architect,,,,,,,,,,Full-Time,26000,Neto,2,1,No,No recibo bono,Uno,10,11-50,No,Desafíos profesionales,Aumento por inflación
Hombre,31 - 33,Río Negro,10+,2,No,0,Developer,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,3,No,...,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,27 - 30,Río Negro,5,2,Sí,3,Apoyo Técnico,,,,,,,,,,Full-Time,26000,Neto,2,2,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Laptop"
Hombre,37 - 40,Río Negro,10+,2,No,0,Científico,,,,,,,,,,Full-Time,35000,Neto,3,3,No,No recibo bono,Más de dos,20,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,24 - 26,Río Negro,3,3,No,0,Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,"Sí, activa",0,Bruto,Full-Time,19000,Neto,1,2,No,No recibo bono,Dos,28,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,24 - 26,Río Negro,3,2,No,0,Developer,,"CSS, HTML, Java, Javascript, jQuery, Python",,,,,No,0,Bruto,Part-Time,15000,Neto,2,2,No,No recibo bono,Uno,5,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Río Negro,8,5,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,"Sí, pasiva",0,Neto,Full-Time,18000,Neto,2,3,No,No recibo bono,Dos,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Río Negro,9,5,Sí,1,SysAdmin / DevOps,"Linux, Windows","Perl, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,31000,Neto,2,1,No,No recibo bono,Uno,11,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos, Laptop, Viáticos"
Mujer,34 - 36,Río Negro,5,3,No,0,Mucama,,,,,,,,,,Part-Time,7000,Neto,3,4,No,No recibo bono,Dos,4,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,34 - 36,Río Negro,10+,3,No,0,Designer,,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),16,Neto,3,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Río Negro,6,3,Sí,9,Gerencia,,,,,,,,,,Full-Time,33500,Neto,3,4,No,No recibo bono,Dos,20,1001+,Sí,Problemas internos,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Viáticos"
Hombre,31 - 33,Río Negro,9,9,No,0,Operador,,,,,,,,,,Full-Time,6000,Neto,2,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Sueldo divido en dos pagos por mes
Hombre,27 - 30,Río Negro,8,3,Sí,3,gendarmes,,,,,,,,,,Full-Time,24000,Neto,3,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Río Negro,Menos de un año,Menos de un año,No,0,Empleado de comercio,,,,,,,,,,Full-Time,27000,Neto,4,3,No,No recibo bono,Dos,10,11-50,No,No cambié de empresa,Ninguna de las anteriores
Mujer,34 - 36,Río Negro,4,4,Sí,50,SysAdmin / DevOps,Windows,.NET,,,,,"Sí, pasiva",120,Bruto,Part-Time,5000,Neto,2,2,Un sueldo,Performance de la compañía,No,0,501-1000,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Viajes al exterior, Viáticos"
Hombre,46 - 49,Río Negro,10+,5,No,0,SysAdmin / DevOps,"Linux, Docker / Containers, KVM","HTML, Javascript, PHP, Python",,,,,"Sí, pasiva",800,Porcentaje de mi sueldo,Full-Time,38000,Neto,2,1,No,No recibo bono,Uno,17,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Río Negro,9,Menos de un año,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32500,Bruto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,41 - 45,Río Negro,10+,5,No,0,Developer,,APEX,,,,,"Sí, pasiva",3000,Porcentaje de mi sueldo,Full-Time,15000,Neto,2,2,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,Menos de 18 años,Río Negro,1,1,No,0,Developer,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Part-Time,11000,Neto,4,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles"
Hombre,34 - 36,Río Negro,10+,9,No,0,Networking,,,,,,,"Sí, activa",0,Neto,Full-Time,20000,Neto,3,2,No,No recibo bono,Dos,24,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,24 - 26,Río Negro,2,2,No,0,SysAdmin / DevOps,Linux,"HTML, Java, Javascript, jQuery, Perl, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Bruto,2,2,No,No recibo bono,Uno,24,501-1000,No,No cambié de empresa,Viáticos
Hombre,34 - 36,Río Negro,10+,2,No,0,Developer,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Neto,3,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Río Negro,5,Menos de un año,No,0,Developer,,Swift,,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),45000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,24 - 26,Río Negro,6,2,No,0,SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare","HTML, PHP, Python",,,,,"Sí, pasiva",10000,Bruto,Full-Time,10000,Bruto,1,1,No,No recibo bono,Dos,17,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Río Negro,4,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare, Vagran, Github","HTML, PHP",,,,,"Sí, pasiva",0,Neto,Part-Time,8000,Neto,2,2,No,No recibo bono,Dos,8,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Río Negro,8,4,No,0,Architect,,,,,,,,,,Part-Time,18000,Bruto,2,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Río Negro,8,1,Sí,8,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,36500,Bruto,3,2,Menos de un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Río Negro,7,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,16000,Bruto,Part-Time,16000,Bruto,2,1,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Río Negro,10+,2,No,0,Developer,,NodeJS,,,,,No,0,Neto,Remoto (empresa de otro país),37000,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Río Negro,10+,2,No,0,Developer,,Java,,,,,No,0,Neto,Full-Time,27000,Neto,2,2,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Snacks, golosinas, bebidas"
Hombre,18 - 20,Salta,3,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Part-Time,8500,Neto,3,3,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,34 - 36,Salta,10+,9,No,0,Consultor BI,,,,,,,,,,Freelance,36800,Bruto,3,3,No,No recibo bono,Dos,26,1001+,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,37 - 40,Salta,10+,10+,Sí,6,"Networking, storage backup, sysadmin, helpdesk",,,,,,,,,,Full-Time,20000,Neto,1,1,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Salta,10+,Menos de un año,No,0,SysAdmin / DevOps,Windows,".NET, C#, Javascript",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,40000,Neto,4,3,No,No recibo bono,Uno,10,101-200,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,27 - 30,Salta,5,3,Sí,10,Wireless networking/Servers,,,,,,,,,,Full-Time,16000,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,27 - 30,Salta,1,1,No,0,Ingeniero civil,,,,,,,,,,Full-Time,15000,Neto,3,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Salta,3,2,No,0,SysAdmin / DevOps,Windows,"CSS, HTML, Javascript",,,,,No,0,Neto,Full-Time,24000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Comidas pagas/subvencionadas, Horarios flexibles, Stock options / Shares"
Mujer,31 - 33,Salta,2,2,No,0,Auxiliar de cocins,,,,,,,,,,Part-Time,4900,Bruto,1,1,No,Performance de la compañía,Uno,1,1-10,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,34 - 36,Salta,10+,10+,No,0,electricista ,,,,,,,,,,Full-Time,14000,Neto,1,1,No,No recibo bono,Más de dos,0,51-100,Sí,Salario,Sueldo divido en dos pagos por mes
Hombre,37 - 40,Salta,9,4,No,0,Designer,,,,,,,,,,Full-Time,22000,Neto,3,2,No,No recibo bono,Más de dos,50,201-500,No,No cambié de empresa,Viáticos
Hombre,24 - 26,Salta,3,3,No,0,Comercio,,,,,,,,,,Full-Time,7000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Salta,10+,10+,No,0,Empleado publico,,,,,,,,,,Part-Time,12000,Bruto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Salta,Menos de un año,Menos de un año,No,0,cajero ,,,,,,,,,,Part-Time,14800,Neto,2,2,No,No recibo bono,No,0,51-100,Sí,Mejores beneficios,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos"
Hombre,37 - 40,Salta,10+,Menos de un año,No,0,Developer,,".NET, SQL",,,,,No,0,Bruto,Full-Time,17000,Bruto,1,1,No,No recibo bono,No,0,51-100,Sí,Me hecharon,Ninguna de las anteriores
Hombre,34 - 36,Salta,10+,5,No,0,SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, VMWare",".NET, ActionScript, CSS, HTML, Javascript, jQuery, PHP, VB *",,,,,"Sí, pasiva",100,Bruto,Full-Time,25000,Neto,3,3,No,No recibo bono,Uno,28,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, descuento en prepaga"
Hombre,37 - 40,Salta,10+,4,No,0,Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,16000,Neto,3,3,Menos de un sueldo,No contributivas ,Dos,15,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Viáticos"
Hombre,24 - 26,Salta,2,1,No,0,SysAdmin / DevOps,"*BSD, Linux, Windows, VMWare","HTML, Java, Python",,,,,No,0,Porcentaje de mi sueldo,Part-Time,18885,Bruto,2,2,No,No recibo bono,Uno,16,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Salta,Menos de un año,Menos de un año,No,0,SysAdmin / DevOps,"*BSD, AIX, HP-UX, Linux, Solaris, Windows, Amazon Web Services, Azure, Docker / Containers, OpenStack, VMWare",".NET, ActionScript, Assembler, C, C++, C#, CSS, HTML, Java, Javascript",,,,,No,0,Neto,Part-Time,9000,Neto,1,1,No,No recibo bono,No,0,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,41 - 45,Salta,10+,4,Sí,2,SysAdmin / DevOps,"Linux, Windows",".NET, FOX",,,,,"Sí, pasiva",0,Bruto,Full-Time,32500,Bruto,2,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop"
Hombre,34 - 36,Salta,10+,9,No,0,Business Intelligence Consultant,,,,,,,,,,Freelance,36800,Bruto,3,3,No,No recibo bono,Uno,15,1-10,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Plan Empresa Obra Social"
Hombre,21 - 23,Salta,Menos de un año,Menos de un año,No,0,Empleado,,,,,,,,,,Part-Time,11500,Neto,3,2,Un sueldo,Performance grupal,No,0,51-100,No,No cambié de empresa,Viáticos
Hombre,27 - 30,Salta,8,8,No,0,Chofer,,,,,,,,,,Full-Time,8000,Neto,2,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Salta,3,Menos de un año,No,0,Operario produccion,,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),14372.8,Bruto,3,2,Menos de un sueldo,Performance individual,Uno,7,201-500,Sí,Mayor comodidad,Bonos por desempeño
Hombre,27 - 30,Salta,2,1,No,0,ascensores,,,,,,,,,,Full-Time,10,Bruto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Salta,9,1,No,0,Developer,,Python,,,,,No,0,Porcentaje de mi sueldo,Part-Time,35000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Salta,5,5,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,21000,Neto,3,2,No,No recibo bono,Uno,16,51-100,No,No cambié de empresa,"Horarios flexibles, Viáticos"
Mujer,27 - 30,Salta,3,2,No,0,Analista,,,,,,,,,,Full-Time,20000,Neto,2,2,De uno a tres sueldos,Performance individual,Uno,21,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,San Juan,5,3,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Bruto,3,3,No,No recibo bono,Uno,35,1-10,No,No cambié de empresa,"Horarios flexibles, Laptop, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,San Juan,3,1,No,0,Developer,,Java,,,,,No,0,Bruto,Part-Time,7500,Bruto,1,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,27 - 30,San Juan,6,5,No,0,Networking,,,,,,,No,0,Bruto,Part-Time,12200,Neto,3,2,Menos de un sueldo,Performance de la compañía,Uno,22,501-1000,No,No cambié de empresa,"Comidas pagas/subvencionadas, Guardería, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,San Juan,2,Menos de un año,No,0,HelpDesk,,,,,,,"Sí, pasiva",150,Neto,Full-Time,9000,Neto,1,2,No,No recibo bono,No,0,11-50,Sí,Salario,"Abono de celular y/o Internet, Horarios flexibles, Viáticos"
Mujer,27 - 30,San Juan,3,1,Sí,1,Movistar,,,,,,,,,,Full-Time,6890,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,41 - 45,San Juan,10+,3,No,0,Developer,,Java,,,,,No,0,Neto,Remoto (empresa de otro país),18000,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,9,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,San Juan,7,7,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,Freelance,24000,Neto,2,3,No,No recibo bono,Uno,29,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,San Juan,10+,9,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,14000,Neto,1,1,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,San Juan,2,3,No,0,Ayudante albañil,,,,,,,,,,Full-Time,1250,Neto,2,2,No,No recibo bono,Uno,17,51-100,No,No cambié de empresa,Aumento por inflación
Mujer,34 - 36,San Luis,10+,9,No,0,Developer,,"C#, CSS, HTML, Javascript, jQuery, Perl, PHP, Python",,,,,"Sí, pasiva",0,Neto,Remoto (empresa de otro país),57000,Neto,4,4,De uno a tres sueldos,Performance de la compañía,Uno,30,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,San Luis,5,3,Sí,6,SysAdmin / DevOps,"Linux, Windows",".NET, C, CSS, HTML, Javascript, PHP",,,,,No,0,Bruto,Full-Time,13396,Neto,3,2,Un sueldo,Performance individual,Uno,20,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Hombre,34 - 36,San Luis,10+,3,Sí,3,SysAdmin / DevOps,"Linux, Windows, Azure, Docker / Containers","CSS, HTML, Java, Javascript, PHP",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,San Luis,6,4,No,0,Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,18500,Neto,3,3,No,No recibo bono,Dos,38,101-200,No,No cambié de empresa,"Aumento por inflación, Laptop"
Hombre,41 - 45,San Luis,10+,10+,Sí,6,Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,45000,Bruto,3,2,No,No recibo bono,Uno,8,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Guardería, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,San Luis,1,1,No,0,HelpDesk,,,,,,,"Sí, pasiva",500,Porcentaje de mi sueldo,Full-Time,15000,Neto,3,3,No,No recibo bono,Uno,50,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,34 - 36,San Luis,10+,10+,Sí,4,Developer,,"Go, Java, Groovy",,,,,"Sí, pasiva",0,Bruto,Full-Time,47900,Bruto,4,2,De uno a tres sueldos,Mix de las anteriores,No,0,501-1000,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,San Luis,6,6,No,0,Administrativo,,,,,,,,,,Full-Time,19000,Neto,4,3,Menos de un sueldo,Acuerdos,Más de dos,15,201-500,No,No cambié de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Viáticos"
Hombre,41 - 45,San Luis,10+,10+,Sí,7,Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,45000,Bruto,3,3,No,No recibo bono,Dos,22,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Guardería, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,34 - 36,San Luis,6,4,No,0,SysAdmin / DevOps,"Linux, Windows",".NET, C#, Java, PHP, Python, Swift",,,,,"Sí, pasiva",0,Neto,Full-Time,31000,Neto,3,3,No,No recibo bono,Uno,12,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación"
Hombre,34 - 36,San Luis,10+,1,No,0,SysAdmin / DevOps,Linux,bash,,,,,No,0,Neto,Part-Time,13,Neto,4,2,No,No recibo bono,Uno,18,101-200,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,San Luis,10+,1,No,0,SysAdmin / DevOps,Linux,"bash, sql",,,,,No,0,Neto,Part-Time,13000,Neto,3,2,No,No recibo bono,Uno,18,101-200,No,No cambié de empresa,Horarios flexibles
Hombre,31 - 33,San Luis,10+,3,Sí,3,PM,,,,,,,,,,Full-Time,66350,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,28,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,San Luis,3,2,No,0,Developer,,".NET, C#, HTML, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,15500,Neto,1,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,San Luis,10+,5,Sí,15,PM,,,,,,,,,,Full-Time,20000,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,37 - 40,San Luis,10+,10+,Sí,0,Designer,,,,,,,,,,Full-Time,12000,Bruto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Aumento por inflación
Hombre,27 - 30,San Luis,3,Menos de un año,No,0,Developer,,"CSS, Go, HTML, Java, Javascript, NodeJS",,,,,"Sí, activa",0,Neto,Full-Time,40000,Bruto,4,4,3+ sueldos,Mix de las anteriores,No,0,1001+,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,31 - 33,San Luis,10+,9,No,0,Seguritty,,,,,,,,,,Part-Time,7200,Neto,1,1,No,No recibo bono,Uno,38,51-100,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,San Luis,8,4,No,0,Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,23000,Neto,3,3,No,No recibo bono,Dos,40,101-200,No,No cambié de empresa,Laptop
Hombre,27 - 30,San Luis,6,5,Sí,5,Developer,,".NET, C#, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,31000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Uno,15,11-50,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,21 - 23,San Luis,1,1,No,0,HelpDesk,,,,,,,No,0,Neto,Full-Time,15000,Bruto,3,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,San Luis,5,5,No,0,Developer,,".NET, C#, HTML, Javascript",,,,,No,0,Neto,Full-Time,26000,Neto,2,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
