Timestamp,Tengo,Trabajo en,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias ?,Cuánto te pagan por guardia (AR$),Salario bruto mensual (AR$),Cómo creés que está tu sueldo,Beneficios
12/2/2014 15:14:22,27 - 30,Santa Fe,5 - 7,6 - 10,Developer,,"CSS, HTML, Java, jQuery, NodeJS",,No,,8000,3,"Horarios flexibles, WFH (Trabajar desde casa)"
12/2/2014 16:03:58,35 - 40,Buenos Aires,7 - 10,2 - 4,Designer,,,,No,,14000,4,"Horarios flexibles, WFH (Trabajar desde casa)"
12/2/2014 15:41:04,33 - 35,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,HelpDesk,,,,No,,11593,2,"Capacitaciones y/o cursos, Ninguna de las anteriores"
12/2/2014 16:13:09,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,"CSS, HTML, Java, jQuery, xml",,No,,6000,1,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, WFH (Trabajar desde casa)"
12/2/2014 16:13:43,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Designer,,,,No,,11000,2,"WFH (Trabajar desde casa), desayuno"
12/2/2014 16:45:06,40 - 45,Ciudad Autónoma de Buenos Aires,10+,2 - 4,PM,,,,No,,22000,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles"
12/2/2014 19:41:51,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,SysAdmin,"*BSD, Linux, Windows, """"""Cloud"""""", vmware.",,,"Sí, activa",0,13000,2,"Comidas pagas/subvencionadas, Laptop"
12/2/2014 20:45:22,25 - 27,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Otro,,,,No,,26000,4,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/2/2014 20:48:11,25 - 27,Buenos Aires,3 - 5,2 - 4,SysAdmin,"Linux, Windows, proxmox, bind, iptables, apache, mysql",,,"Sí, pasiva",0,7400,2,Horarios flexibles
12/2/2014 22:30:45,30 - 33,Mendoza,3 - 5,1 - 2,Networking,,,,No,,5000,2,Ninguna de las anteriores
12/2/2014 23:35:09,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Developer,,"HTML, jQuery, PHP",,No,,38000,5,"Horarios flexibles, WFH (Trabajar desde casa)"
12/2/2014 23:47:41,40 - 45,Buenos Aires,7 - 10,6 - 10,Otro,,,,No,,8000,3,Ninguna de las anteriores
12/2/2014 23:50:24,45 - 50,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Otro,,,,No,,85000,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Stock options, Viajes, WFH (Trabajar desde casa)"
12/2/2014 23:55:04,25 - 27,Buenos Aires,3 - 5,Menos de un año,Developer,,"ActionScript, CSS, HTML, Java, jQuery, NodeJS, PHP",,"Sí, pasiva",50,7500,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Playroom, Viajes, WFH (Trabajar desde casa)"
12/2/2014 23:57:21,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,"HTML, jQuery, PHP",,No,,14500,4,"Horarios flexibles, WFH (Trabajar desde casa)"
12/2/2014 23:58:58,33 - 35,Ciudad Autónoma de Buenos Aires,10+,10+,SysAdmin,"Linux, Solaris, Windows",,,"Sí, pasiva",1200,27500,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/3/2014 0:13:01,35 - 40,Ciudad Autónoma de Buenos Aires,10+,1 - 2,PM,,,,No,,23000,2,"Horarios flexibles, Laptop, Viajes"
12/3/2014 0:17:38,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Otro,,,,No,,7000,2,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
12/3/2014 0:21:53,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Developer,,"CSS, HTML, jQuery",,No,,13000,4,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
12/3/2014 0:29:14,27 - 30,Santa Fe,5 - 7,6 - 10,Developer,,"CSS, HTML, jQuery, PHP, VB *",,No,,18000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
12/3/2014 7:35:29,30 - 33,Buenos Aires,7 - 10,4 -6,SysAdmin,"Linux, Windows",,,No,,10000,2,Laptop
12/3/2014 8:32:42,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,HelpDesk,,,,No,,9600,4,Comidas pagas/subvencionadas
12/3/2014 8:41:34,40 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,".NET, C#",,No,0,30000,4,"Clases de idiomas, cochera"
12/3/2014 10:05:22,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,QA / Tester,,,,No,,10000,4,WFH (Trabajar desde casa)
12/3/2014 12:37:28,30 - 33,Buenos Aires,7 - 10,4 -6,Otro,,,,No,,18000,4,"Capacitaciones y/o cursos, Horarios flexibles"
12/3/2014 14:31:03,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6 - 10,HelpDesk,,,,No,,8000,2,Ninguna de las anteriores
12/3/2014 16:20:59,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,SysAdmin,"Linux, """"""Cloud"""""", Jenkins, Git",,,No,,15000,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
12/3/2014 16:19:33,33 - 35,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, VMware",,,No,,24000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Playroom, Stock options, Viajes, WFH (Trabajar desde casa)"
12/3/2014 20:09:41,23 - 25,Córdoba,1 - 3,Menos de un año,SysAdmin,"Linux, Windows",,,No,,3240,1,Viajes
12/4/2014 2:42:22,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,"Windows, """"""Cloud""""""",,,No,,2000,1,Horarios flexibles
12/4/2014 14:13:41,27 - 30,Buenos Aires,10+,4 -6,SysAdmin,"*BSD, Linux, Solaris, Windows, """"""Cloud""""""",,,"Sí, pasiva",400,14000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Laptop"
12/4/2014 14:37:59,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Infosec,,,,"Sí, pasiva",156,10000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Laptop"
12/4/2014 15:25:07,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,SysAdmin,"Linux, Windows, """"""Cloud"""""", vmware",,,No,,30000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Stock options, Viajes, WFH (Trabajar desde casa)"
12/4/2014 16:46:48,25 - 27,Mendoza,5 - 7,4 -6,HelpDesk,,,,No,,15000,4,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc"
12/4/2014 18:53:09,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,6 - 10,Developer,,".NET, C#, CSS, HTML, jQuery, VB *, java script",,No,,4500,1,"Capacitaciones y/o cursos, Horarios flexibles, Decido cuando trabajo y cuando no. Decido cuando se hace un proyecto y cuando (y cuanto) se trabaja en el mismo. Yo elijo a la gente que se contrate para trabajar para mi."
12/4/2014 19:29:16,33 - 35,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Developer,,"jQuery, Python",,No,,15000,3,"Comidas pagas/subvencionadas, Laptop"
12/4/2014 22:45:36,30 - 33,La Pampa,1 - 3,2 - 4,SysAdmin,"Linux, """"""Cloud""""""",,,"Sí, pasiva",1800,9000,3,Ninguna de las anteriores
12/5/2014 7:25:17,40 - 45,Buenos Aires,10+,2 - 4,SysAdmin,"*BSD, Linux, Solaris, """"""Cloud""""""",,,No,,23000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
12/5/2014 7:53:18,27 - 30,Neuquén,7 - 10,2 - 4,PM,,,,No,,14500,2,Ninguna de las anteriores
12/5/2014 8:46:05,30 - 33,Tierra del Fuego,3 - 5,2 - 4,Networking,,,,No,340,17000,3,Empleo Publico
12/5/2014 15:42:22,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,SysAdmin,"Linux, """"""Cloud""""""",,,"Sí, activa",,20000,3,Horarios flexibles
12/5/2014 15:51:04,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Otro,,,,"Sí, pasiva",0,33000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/5/2014 15:53:48,33 - 35,Córdoba,7 - 10,1 - 2,Developer,,"C, CSS, HTML, Ruby, Javascript, Rust",,No,,120000,4,"Capacitaciones y/o cursos, Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
12/5/2014 15:56:15,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,"Linux, Solaris, Windows, """"""Cloud""""""",,,"Sí, pasiva",,14.7,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop"
12/5/2014 16:27:33,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,SysAdmin,"Linux, Windows",,,"Sí, pasiva",0,17000,4,"Abono de celular y/o Internet, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom"
12/5/2014 16:47:57,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,Siebel CRM,,No,,8600,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), WFH (Trabajar desde casa)"
12/5/2014 17:52:12,33 - 35,Río Negro,3 - 5,1 - 2,QA / Tester,,,,No,,17000,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Transporte del trabajo a casa y de casa al trabajo; 2 semanas libre por año + lo que corresponde de vacaciones; club de la empresa con quincho canchas, etc; bono sobre las ganancias de la empresa; obra social medife plan oro plus para toda la familia"
12/5/2014 22:23:47,18 - 20,Chubut,7 - 10,1 - 2,DevOps,AIX,,,No,,10000,3,Comidas pagas/subvencionadas
12/7/2014 0:30:09,33 - 35,Corrientes,10+,2 - 4,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,8900,4,"Horarios flexibles, WFH (Trabajar desde casa), 7 hs.x día, 45 días de vacaciones + todos los feriados nacionales y provinciales"
12/7/2014 3:14:04,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,SysAdmin,"Linux, Windows, """"""Cloud"""""", mysql, bacula, nagios, vcenter",,,"Sí, activa",1000,11828,2,Ninguna de las anteriores
12/7/2014 18:01:33,25 - 27,Buenos Aires,5 - 7,Menos de un año,SysAdmin,"*BSD, Linux, Windows",,,No,,12000,2,"Capacitaciones y/o cursos, Horarios flexibles"
12/7/2014 20:59:15,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Networking,,,,"Sí, pasiva",0,25000,4,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/7/2014 22:33:17,25 - 27,Buenos Aires,7 - 10,1 - 2,SysAdmin,"*BSD, AIX, Linux, Solaris",,,"Sí, activa",4000,26000,5,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/7/2014 23:24:22,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,4 -6,Developer,,"HTML, Java, jQuery, Hibernate, JSF",,No,,11000,1,Clases de idiomas
12/7/2014 23:42:02,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,4 -6,Developer,,"HTML, jQuery, PHP, Python",,No,,12000,4,"Snacks, golosinas, bebidas, etc, Horarios flexibles, WFH (Trabajar desde casa)"
12/7/2014 23:53:27,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,QA / Tester,,,,No,,9000,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop"
12/7/2014 23:54:12,25 - 27,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,QA / Tester,,,,No,,8000,3,"Comidas pagas/subvencionadas, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
12/8/2014 0:00:40,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,6 - 10,Developer,,C#,,No,,21400,5,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
12/8/2014 0:21:16,30 - 33,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,ABAP,,No,,14500,2,Ninguna de las anteriores
12/8/2014 0:45:19,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,".NET, C#, HTML, Java, jQuery",,No,,12000,4,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
12/8/2014 1:20:29,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Designer,,,,No,,8313.25,2,Horarios flexibles
12/8/2014 2:48:42,25 - 27,Buenos Aires,3 - 5,Menos de un año,SysAdmin,Linux,,,No,,10000,4,"Clases de idiomas, Snacks, golosinas, bebidas, etc"
12/8/2014 5:57:44,20 - 23,Buenos Aires,1 - 3,2 - 4,Developer,,"C++, C#, CSS, HTML, Java, jQuery",,No,,1200,1,Ninguna de las anteriores
12/8/2014 9:05:22,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,"CSS, HTML, Java, jQuery",,No,,13500,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
12/8/2014 9:09:19,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Developer,,"CSS, HTML, Java, jQuery",,No,,13500,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
12/8/2014 11:08:24,50+,Ciudad Autónoma de Buenos Aires,10+,10+,PM,,,,No,,15000,1,"Abono de celular y/o Internet, Horarios flexibles, Laptop"
12/8/2014 11:37:25,30 - 33,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,15000,3,Ninguna de las anteriores
12/8/2014 11:38:38,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,PM,,,,No,,10300,2,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/8/2014 15:03:36,25 - 27,Buenos Aires,3 - 5,Menos de un año,SysAdmin,"Linux, """"""Cloud""""""",,,"Sí, pasiva",400,16000,4,Horarios flexibles
12/8/2014 15:07:15,23 - 25,Chaco,7 - 10,2 - 4,SysAdmin,"Linux, Windows",,,No,,28000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
12/8/2014 15:18:20,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,PM,,,,No,,15000,3,"Horarios flexibles, WFH (Trabajar desde casa), toma de días"
12/8/2014 15:25:03,20 - 23,Buenos Aires,1 - 3,2 - 4,SysAdmin,"Windows, Citrix, VMWare",,,No,,11700,2,"Laptop, WFH (Trabajar desde casa)"
12/8/2014 15:32:28,25 - 27,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,HelpDesk,,,,No,,9600,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
12/8/2014 15:51:28,20 - 23,Buenos Aires,3 - 5,2 - 4,Otro,,,,No,,2600,1,Horarios flexibles
12/8/2014 17:03:47,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Developer,,"CSS, HTML, Java, jQuery",,No,,11000,3,"Horarios flexibles, Laptop"
12/8/2014 17:41:06,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, activa",0,17000,3,wfh un dia a la semana
12/8/2014 20:59:01,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",600,10000,3,Ninguna de las anteriores
12/9/2014 0:09:31,35 - 40,Córdoba,10+,1 - 2,DevOps,Linux,,,No,,18000,3,"Comidas pagas/subvencionadas, Horarios flexibles"
12/9/2014 0:28:22,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Infosec,,,,No,,18700,4,"Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
12/9/2014 11:19:19,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,Menos de un año,Otro,,,,No,,12000,3,"Clases de idiomas, Horarios flexibles, Laptop, Playroom, WFH (Trabajar desde casa)"
12/9/2014 11:25:09,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Infosec,,,,No,,18000,3,"Horarios flexibles, Laptop"
12/9/2014 11:43:42,33 - 35,Buenos Aires,10+,Menos de un año,PM,,,,No,,19320,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
12/10/2014 2:16:01,30 - 33,Buenos Aires,5 - 7,6 - 10,Developer,,"CSS, HTML, jQuery, PHP",,No,,8000,3,Ninguna de las anteriores
12/10/2014 17:05:11,45 - 50,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,C,,No,,30700,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
12/11/2014 11:20:32,30 - 33,Buenos Aires,7 - 10,2 - 4,Developer,,PHP,,"Sí, activa",0,17000,3,"Comidas pagas/subvencionadas, Horarios flexibles, Laptop"
12/11/2014 12:59:40,30 - 33,Buenos Aires,5 - 7,4 -6,SysAdmin,Linux,,,No,,11000,4,Horarios flexibles
12/12/2014 22:36:34,23 - 25,Buenos Aires,Menos de un año,Menos de un año,Developer,,Python,,No,,8500,1,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
12/13/2014 11:29:43,35 - 40,Ciudad Autónoma de Buenos Aires,10+,6 - 10,Networking,,,,"Sí, activa",1133,17000,1,"Snacks, golosinas, bebidas, etc"
12/16/2014 10:00:01,27 - 30,Buenos Aires,3 - 5,Menos de un año,Developer,,"CSS, HTML, jQuery, PHP",,No,,9000,3,"Comidas pagas/subvencionadas, Horarios flexibles"
12/16/2014 10:09:31,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,SysAdmin,"Linux, """"""Cloud""""""",,,No,,20200,4,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
12/16/2014 10:29:20,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,Infosec,,,,No,,15000,2,"Snacks, golosinas, bebidas, etc"
12/16/2014 13:23:00,40 - 45,Buenos Aires,10+,10+,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",0,20000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Laptop"
12/18/2014 12:37:23,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,SysAdmin,"*BSD, Linux, """"""Cloud""""""",,,"Sí, pasiva",,12000,3,"Capacitaciones y/o cursos, Horarios flexibles"
12/18/2014 17:03:45,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Infosec,,,,No,,13000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Viajes, WFH (Trabajar desde casa)"
12/19/2014 17:19:40,30 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,DBA,,,"Cassandra, Hadoop, MongoDB, MySQL/MariaDB, PostgreSQL, GreenPlum",No,,27700,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Viajes, WFH (Trabajar desde casa)"
12/23/2014 11:51:05,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,SysAdmin,"*BSD, Linux, Windows, Novell",,,No,,15300,2,Horarios flexibles
12/29/2014 10:22:55,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS, PHP, javascript, angular",,No,,6500,3,Capacitaciones y/o cursos
12/31/2014 11:35:19,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS",,No,,22000,4,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop, WFH (Trabajar desde casa)"
12/31/2014 12:08:23,23 - 25,Santa Fe,Menos de un año,Menos de un año,HelpDesk,,,,"Sí, activa",40,6000,1,Abono de celular y/o Internet
1/2/2015 11:09:26,33 - 35,Ciudad Autónoma de Buenos Aires,10+,1 - 2,PM,,,,No,,40000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Laptop"
1/8/2015 15:41:52,35 - 40,Mendoza,7 - 10,4 -6,SysAdmin,"Linux, Windows, VMware",,,"Sí, pasiva",,9963,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Playroom, prestamos (sin interes)"
