Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Mujer,31 - 33,Chubut,10+,10+,I ,,,,,,,,,Full-Time,40000,Neto,4,5,No,No recibo bono,Uno,25,11-50,No,No cambié de empresa,Aumento por inflación;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,37 - 40,GBA,8 - 10,6 - 7,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,22000,Neto,5,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Aumento por inflación
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Programador BI,,,,,,,,,Full-Time,16000,Neto,3,2,No,No recibo bono,Uno,27,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,CSS;HTML;Java;Javascript;jQuery,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,12500,Bruto,4,4,No,No recibo bono,Uno,30,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,7 - 8,SysAdmin / DevOps,Windows,,,,,No,0,Bruto,Part-Time,13000,Bruto,1,2,Un sueldo,Performance individual,No,0,1-10,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Córdoba,5 - 7,5 - 6,Programador,,,,,,,,,Full-Time,9000,Bruto,2,1,No,No recibo bono,Uno,35,501-1000,No,No cambié de empresa,Bonos por desempeño
Hombre,27 - 30,GBA,8 - 10,1 - 2,HelpDesk,,,,,,"Sí, pasiva",0,Bruto,Full-Time,15000,Neto,3,1,No,No recibo bono,Uno,30,1001+,Sí,Mayor comodidad,Capacitaciones y/o cursos
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 3,SysAdmin / DevOps,Windows;Azure;VMWare,,,,,No,600,Bruto,Full-Time,41000,Bruto,3,3,Un sueldo,Performance individual,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,5 - 6,SysAdmin / DevOps,Windows;Azure;VMWare,,,,,"Sí, pasiva",1300,Neto,Full-Time,40000,Bruto,2,2,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,Abono de celular y/o Internet;WFH (Trabajar desde casa)
Hombre,37 - 40,Salta,5 - 7,3 - 4,HelpDesk,,,,,,No,0,Neto,Full-Time,14000,Neto,2,2,No,No recibo bono,Uno,23,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Neto,Part-Time,7700,Neto,4,2,Menos de un sueldo,Sindicato,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,8 - 10,2 - 3,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,Menos de un sueldo,Mix de las anteriores,Uno,25,101-200,Sí,Desafíos profesionales,Aumento por inflación;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Playroom;WFH (Trabajar desde casa)
Hombre,18 - 20,GBA,1 - 2,Menos de un año,HelpDesk,,,,,,No,0,Neto,Freelance,5400,Bruto,4,3,No,No recibo bono,Uno,10,51-100,Sí,Mayor comodidad,Ninguna de las anteriores
Hombre,27 - 30,Córdoba,3 - 5,4 - 5,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,8000,Bruto,1,1,No,No recibo bono,No,0,1-10,Sí,Salario,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,24 - 26,Entre Ríos,3 - 5,1 - 2,Developer,,HTML;Java;Javascript;jQuery;Groovy,,,,No,0,Neto,Full-Time,15000,Neto,2,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Viáticos
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,4 - 5,operario,,,,,,,,,Full-Time,11000,Neto,3,3,Menos de un sueldo,a cuenta de futuros aumentos,No,0,1-10,No,No cambié de empresa,Sueldo divido en dos pagos por mes
Hombre,37 - 40,Chubut,8 - 10,7 - 8,Networking,,,,,,"Sí, pasiva",0,Neto,Full-Time,30000,Neto,3,3,No,No recibo bono,Uno,14,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación
Hombre,34 - 36,Provincia de Buenos Aires,8 - 10,2 - 3,Networking,,,,,,"Sí, pasiva",20000,Neto,Full-Time,20000,Neto,4,3,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,.NET;C#;Java,,,,No,0,Bruto,Full-Time,8715,Neto,1,2,No,No recibo bono,Más de dos,20,1001+,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Snacks, golosinas, bebidas, etc"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Infosec,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,10250,Bruto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Developer,,CSS;HTML;Javascript;NodeJS;PHP;Python,,,,"Sí, pasiva",0,Bruto,Part-Time,18400,Neto,2,1,No,No recibo bono,Uno,18,1-10,No,No cambié de empresa,Abono de celular y/o Internet;WFH (Trabajar desde casa)
Hombre,24 - 26,Mendoza,Menos de un año,Menos de un año,Developer,,HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Part-Time,4000,Neto,1,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,14500,Neto,4,2,No,No recibo bono,Uno,20,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Telefonía,,,,,,,,,Full-Time,14500,Neto,2,3,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,.NET,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Bruto,3,3,Menos de un sueldo,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,PM,,,,,,,,,Full-Time,28500,Bruto,4,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Córdoba,1 - 2,Menos de un año,Developer,,CSS;HTML;Javascript;jQuery,,,,No,0,Bruto,Full-Time,15000,Bruto,2,2,No,No recibo bono,No,0,201-500,Sí,Desafíos profesionales,Clases de idiomas;Descuentos en gimnasios;Playroom;WFH (Trabajar desde casa)
Hombre,31 - 33,Tucumán,1 - 2,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,11200,Neto,2,3,No,No recibo bono,Uno,2.5,201-500,No,No cambié de empresa,Guardería;Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,7 - 8,HelpDesk,,,,,,"Sí, pasiva",1300,Bruto,Full-Time,26000,Bruto,3,3,Menos de un sueldo,Mix de las anteriores,Uno,33,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,Developer,,CSS;Go;HTML;NodeJS;Python,,,,No,0,Neto,Part-Time,16125,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,consultoria sap,,,,,,,,,Full-Time,8466,Neto,1,1,Un sueldo,Performance individual,No,0,1001+,Sí,fin de contrato en empresa anterior,Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Laptop;WFH (Trabajar desde casa)
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4 - 5,Telefonía ,,,,,,,,,Part-Time,22000,Neto,2,1,Un sueldo,Performance individual,Uno,12,51-100,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Laptop;Viajes al exterior;Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,PM,,,,,,,,,Full-Time,35000,Neto,4,5,Un sueldo,Performance de la compañía,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,27 - 30,Santa Fe,8 - 10,1 - 2,Developer,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,2,De uno a tres sueldos,Performance de la compañía,Uno,22,201-500,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Playroom;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,18 - 20,Provincia de Buenos Aires,1 - 2,1 - 2,SysAdmin / DevOps,Linux;Windows;Proxmox,,,,,No,0,Porcentaje de mi sueldo,Full-Time,8600,Bruto,1,2,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Córdoba,3 - 5,2 - 3,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery;PHP;VB *,,,,No,0,Neto,Full-Time,21000,Neto,4,4,Menos de un sueldo,Convenio,Uno,20,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,QA / Tester,,,Funcional,HP LoadRunner,,,,,Full-Time,19000,Neto,2,2,Un sueldo,Performance individual,Uno,8,501-1000,No,No cambié de empresa,Bonos por desempeño
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Neto,1,3,No,No recibo bono,Dos,25,51-100,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Laptop
Hombre,31 - 33,GBA,10+,Menos de un año,Developer,,Java;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,28000,Bruto,4,5,No,No recibo bono,No,0,201-500,Sí,Salario,Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles
Mujer,27 - 30,Tucumán,3 - 5,3 - 4,Developer,,.NET;Java,,,,No,0,Neto,Full-Time,8700,Neto,2,1,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,Laptop
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,7 - 8,Developer,,Java;Javascript;jQuery;NodeJS;PHP,,,,No,0,Bruto,Full-Time,21000,Neto,3,1,Menos de un sueldo,Performance de la compañía,Uno,15,201-500,No,Desafíos profesionales,Abono de celular y/o Internet;Aumento por inflación;Clases de idiomas;Cuota para universidad
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,SysAdmin / DevOps,Windows,,,,,"Sí, pasiva",232,Bruto,Full-Time,15000,Neto,4,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Capacitaciones y/o cursos;Descuentos en gimnasios;Capacitaciones pagas al 50%.
Mujer,21 - 23,Córdoba,1 - 2,Menos de un año,HelpDesk,,,,,,No,0,Bruto,Part-Time,16000,Neto,5,5,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Comidas pagas/subvencionadas;Viáticos
Hombre,24 - 26,Provincia de Buenos Aires,5 - 7,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Bruto,3,2,No,No recibo bono,No,0,1001+,Sí,Mejores beneficios,"Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,DBA,,,,,Hadoop;MSSQL;MongoDB;Oracle;PostgreSQL,No,0,Bruto,Full-Time,48000,Bruto,4,3,Un sueldo,Performance individual,Uno,2,1001+,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,HelpDesk,,,,,,"Sí, pasiva",0,Neto,Full-Time,13600,Neto,3,2,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin / DevOps,Windows;VMWare;Exchange,,,,,"Sí, pasiva",2000,Bruto,Full-Time,25000,Bruto,3,3,De uno a tres sueldos,Performance individual,Dos,27,1001+,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios
Hombre,34 - 36,Mendoza,5 - 7,4 - 5,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,21000,Neto,4,3,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,Abono de celular y/o Internet
Mujer,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Community manager,,,,,,,,,Full-Time,10000,Neto,3,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,Capacitaciones y/o cursos;Horarios flexibles
Hombre,27 - 30,Córdoba,1 - 2,Menos de un año,Developer,,CSS;HTML;Java;Javascript;jQuery;Postersql,,,,No,0,Bruto,Full-Time,13300,Bruto,3,1,No,No recibo bono,No,0,11-50,Sí,Mejores beneficios,Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,21 - 23,Corrientes,1 - 2,1 - 2,Developer,,.NET;CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Freelance,13000,Neto,4,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,GBA,5 - 7,1 - 2,Gerente de sistemas,,,,,,,,,Full-Time,27500,Neto,4,3,No,No recibo bono,Uno,35,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Salta,5 - 7,2 - 3,HelpDesk,,,,,,"Sí, pasiva",2500,Neto,Part-Time,14000,Neto,3,2,No,No recibo bono,Uno,25,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,QA / Tester,,,Funcional,Netweaver,,,,,Full-Time,15500,Neto,3,2,De uno a tres sueldos,Performance individual,Uno,8,1001+,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles;Laptop
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,C#;CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,Part-Time,6500,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc"
Mujer,41 - 45,Mendoza,10+,10+,Developer,,CSS;HTML;Java;Javascript;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,22500,Neto,4,4,No,No recibo bono,Uno,20,101-200,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,Developer,,.NET;C#;HTML;Javascript;jQuery,,,,No,0,Bruto,Full-Time,41000,Bruto,4,2,No,No recibo bono,Uno,31,1001+,No,No cambié de empresa,Aumento por inflación;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Consultor SAP,,,,,,,,,Full-Time,30000,Bruto,4,3,Un sueldo,Performance individual,Uno,12,101-200,Sí,Desafíos profesionales,"Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,1 - 2,1 - 2,Developer,,CSS;HTML;Java;Javascript;jQuery;PHP,,,,No,0,Bruto,Part-Time,14000,Neto,3,2,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un año,Menos de un año,Developer,,.NET;C#,,,,No,0,Porcentaje de mi sueldo,Full-Time,11000,Neto,2,2,No,No recibo bono,Uno,5,201-500,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,GBA,3 - 5,Menos de un año,Auxiliar,,,,,,,,,Part-Time,8300,Neto,4,4,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Clases de idiomas;Snacks, golosinas, bebidas, etc"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2 - 3,PM,,,,,,,,,Part-Time,19800,Neto,1,2,Menos de un sueldo,Mix de las anteriores,Uno,20,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12000,Neto,2,1,Menos de un sueldo,Performance grupal,Uno,17,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,analista funcional ,,,,,,,,,Full-Time,23000,Neto,3,3,Menos de un sueldo,Mix de las anteriores,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Guardería;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Networking,,,,,,"Sí, activa",0,Bruto,Full-Time,20500,Neto,2,1,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Descuentos en gimnasios;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Santa Fe,1 - 2,1 - 2,Developer,,.NET;C#;Javascript,,,,No,0,Porcentaje de mi sueldo,Full-Time,12000,Neto,2,1,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,34 - 36,Santa Fe,10+,10+,Networking,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,17500,Neto,3,3,Menos de un sueldo,Performance individual,Uno,17,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Bonos por desempeño;Viáticos
Hombre,27 - 30,La Pampa,3 - 5,1 - 2,Developer,,CSS;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,16500,Neto,3,3,No,No recibo bono,Uno,18,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;PHP;POSTGRESQL,,,,No,0,Neto,Full-Time,12400,Neto,3,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,"PHP;Python;SQL SERVER, VFP9, ASP",,,,No,0,Porcentaje de mi sueldo,Part-Time,7800,Neto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,41 - 45,GBA,8 - 10,9 - 10,Networking,,,,,,"Sí, pasiva",0,Neto,Full-Time,18000,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Laptop
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,.NET;C#;CSS;HTML;Java;Javascript,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Bruto,3,5,No,No recibo bono,Más de dos,15,11-50,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,10+,5 - 6,Product manager,,,,,,,,,Full-Time,33000,Neto,3,2,De uno a tres sueldos,Performance individual,Dos,24,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,24 - 26,GBA,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15200,Neto,4,3,Menos de un sueldo,Performance individual,Uno,11,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,.NET;C#;HTML;Javascript;jQuery;VB *,,,,No,0,Bruto,Full-Time,24000,Bruto,4,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Córdoba,5 - 7,3 - 4,Designer,,,,,,,,,Full-Time,20000,Neto,3,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias);Ninguna de las anteriores
Mujer,34 - 36,Córdoba,10+,10+,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery;VB *,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,4,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,QA / Tester,,,Funcional,HP LoadRunner;enterprise architecture,,,,,Full-Time,14000,Neto,3,2,No,No recibo bono,No,0,201-500,Sí,Salario,"Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Líder técnico ,,,,,,,,,Full-Time,36000,Bruto,3,2,No,No recibo bono,Uno,15,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Neto,Full-Time,10600,Neto,3,4,No,No recibo bono,Uno,53,11-50,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
