Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,.NET;C;CSS;HTML;Javascript;jQuery;NodeJS;PHP;VB *,,,,No,0,Bruto,Full-Time,28000,Bruto,4,4,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,.NET;C#;Unity,,,,No,0,Porcentaje de mi sueldo,Full-Time,18500,Neto,3,2,Menos de un sueldo,Por convenio con SATSAID,No,0,101-200,No,No cambié de empresa,"Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,9 - 10,Arquitectura Plataformas,,,,,,,,,Full-Time,30000,Neto,4,3,De uno a tres sueldos,Performance de la compañía,Uno,10,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,GBA,8 - 10,3 - 4,SysAdmin / DevOps,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,26500,Neto,4,3,No,No recibo bono,Dos,15,501-1000,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 2,2 - 3,Produccion,,,,,,,,,Full-Time,9600,Neto,1,1,No,No recibo bono,Uno,15,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,QA / Tester,,,Funcional,Qc HP,,,,,Full-Time,16000,Bruto,4,3,No,No recibo bono,No,0,1001+,Sí,Desafios profesionales sueldo y maltrato laboral,Capacitaciones y/o cursos;Laptop
Mujer,50+,Ciudad Autónoma de Buenos Aires,3 - 5,10+,HelpDesk,,,,,,No,0,Neto,Part-Time,10,Bruto,1,2,No,No recibo bono,No,0,1-10,No,jubilación ,obra social 
Mujer,41 - 45,GBA,10+,10+,limpieza ,,,,,,,,,Full-Time,12500,Bruto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,GBA,5 - 7,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12350,Bruto,1,1,No,No recibo bono,Uno,20,201-500,Sí,Salario,Comidas pagas/subvencionadas
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,2 - 3,Developer,,CSS;HTML;Java;Javascript;NodeJS,,,,No,0,Bruto,Full-Time,22000,Bruto,4,3,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,4 - 5,Encargado bar,,,,,,,,,Part-Time,12000,Bruto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas;Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,8 - 10,1 - 2,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,37000,Bruto,3,3,No,No recibo bono,Dos,5,101-200,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Laptop
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,5 - 6,PM,,,,,,,,,Full-Time,24000,Neto,1,1,No,No recibo bono,Uno,30,101-200,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Clases de idiomas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Bruto,Full-Time,13000,Bruto,3,3,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Clases de idiomas
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,9 - 10,Arquitecto,,,,,,,,,Full-Time,35920,Bruto,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,19,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Stock options;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viáticos;WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Networking,,,,,,"Sí, pasiva",0,Bruto,Full-Time,30000,Neto,3,2,Menos de un sueldo,Performance de la compañía,Uno,20,201-500,No,No cambié de empresa,"Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles"
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,3 - 4,QA / Tester,,,Funcional,Test Complete,,,,,Full-Time,19000,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,46 - 49,Provincia de Buenos Aires,10+,2 - 3,PM,,,,,,,,,Full-Time,30000,Neto,4,3,No,No recibo bono,Uno,12,101-200,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,4 - 5,Mandatario,,,,,,,,,Full-Time,15000,Neto,2,2,No,No recibo bono,Dos,6,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,SysAdmin / DevOps,Windows;Azure;VMWare,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,35000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,C;CSS;HTML;Javascript,,,,No,0,Bruto,Part-Time,21000,Neto,5,4,No,No recibo bono,Uno,20,101-200,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,GBA,10+,2 - 3,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,.NET;HTML;Javascript,,,,No,0,Bruto,Full-Time,14000,Neto,2,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2 - 3,SysAdmin / DevOps,Windows,,,,,"Sí, pasiva",1500,Neto,Full-Time,31000,Neto,5,5,De uno a tres sueldos,Mix de las anteriores,Uno,31,1001+,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Descuentos en gimnasios;Guardería;Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,GBA,5 - 7,5 - 6,Storage / Backup,,,,,,No,17500,Neto,Full-Time,17500,Neto,3,2,Un sueldo,Performance de la compañía,Dos,20,1001+,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Networking,,,,,,No,0,Bruto,Full-Time,39000,Bruto,4,4,Un sueldo,Performance individual,No,0,501-1000,Sí,Desafíos profesionales,"Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Laptop;WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,7 - 8,Middleware,,,,,,,,,Full-Time,30000,Neto,4,3,No,No recibo bono,Uno,25,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,7 - 8,SysAdmin / DevOps,Windows;Syntera,,,,,No,0,Porcentaje de mi sueldo,Full-Time,21800,Bruto,3,2,Un sueldo,Performance individual,Uno,20,1001+,No,No cambié de empresa,"Bonos por desempeño;Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,6 - 7,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",23000,Neto,Full-Time,23000,Neto,3,2,No,No recibo bono,Dos,36,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Sueldo divido en dos pagos por mes
Hombre,34 - 36,GBA,5 - 7,1 - 2,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery;VB *,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,3,2,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas;Laptop;WFH (Trabajar desde casa)
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4 - 5,Networking,,,,,,"Sí, pasiva",0,Bruto,Full-Time,23000,Bruto,3,2,Un sueldo,Mix de las anteriores,Uno,15,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Laptop;Viajes al exterior
Hombre,46 - 49,Provincia de Buenos Aires,10+,10+,HelpDesk,,,,,,"Sí, pasiva",0,Neto,Part-Time,35000,Neto,3,3,Menos de un sueldo,Performance de la compañía,Uno,30,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Neto,Part-Time,15000,Neto,2,2,No,No recibo bono,Uno,30,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Networking,,,,,,No,13000,Bruto,Full-Time,13000,Bruto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Part-Time,10800,Bruto,3,3,Menos de un sueldo,Performance individual,Uno,33,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Taller,,,,,,,,,Full-Time,11500,Neto,3,3,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,41 - 45,Provincia de Buenos Aires,8 - 10,9 - 10,Designer,,,,,,,,,Full-Time,20000,Neto,4,3,No,No recibo bono,Uno,29,1-10,No,No cambié de empresa,Aumento por inflación
Hombre,37 - 40,Provincia de Buenos Aires,Menos de un año,10+,Vendedor,,,,,,,,,Full-Time,12000,Neto,2,1,No,No recibo bono,Uno,20,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Developer,,.NET;C#;HTML;Javascript,,,,No,0,Porcentaje de mi sueldo,Full-Time,23000,Neto,3,2,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,1 - 2,1 - 2,Seguridad municipal,,,,,,,,,Part-Time,4500,Bruto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Mujer,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,administrativo ,,,,,,,,,Full-Time,10,Neto,2,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Santa Cruz,10+,1 - 2,Ganaderia ovina,,,,,,,,,Full-Time,15000,Neto,3,3,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,6 - 7,Lyrical singing,,,,,,,,,Full-Time,30000,Bruto,2,1,No,No recibo bono,Uno,14,1001+,No,No cambié de empresa,Horarios flexibles
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,3 - 4,Developer,,.NET;C#;PHP,,,,No,0,Bruto,Full-Time,25000,Neto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,PM,,,,,,,,,Full-Time,30000,Bruto,3,2,Un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,GBA,5 - 7,6 - 7,Designer,,,,,,,,,Full-Time,17500,Neto,5,5,Menos de un sueldo,Performance individual,No,0,1-10,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,24 - 26,GBA,3 - 5,Menos de un año,accounting analyst,,,,,,,,,Full-Time,19439,Bruto,3,3,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles;Laptop;Sueldo divido en dos pagos por mes
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,2 - 3,Developer,,CSS;HTML;Java;Javascript;NodeJS,,,,No,0,Bruto,Full-Time,20700,Neto,3,2,3+ sueldos,Performance individual,Más de dos,30,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Laptop
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,HelpDesk,,,,,,No,0,Bruto,Full-Time,15000,Bruto,3,3,No,No recibo bono,Uno,30,501-1000,No,No cambié de empresa,Comidas pagas/subvencionadas;Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,administración ,,,,,,,,,Full-Time,16000,Neto,3,3,Menos de un sueldo,Performance de la compañía,Uno,17,201-500,No,No cambié de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Viáticos
Mujer,24 - 26,Chaco,1 - 2,1 - 2,SysAdmin / DevOps,Windows,,,,,No,0,Neto,Part-Time,12000,Bruto,3,3,Menos de un sueldo,Performance de la compañía,No,0,201-500,No,No cambié de empresa,Guardería;Horarios flexibles
Hombre,50+,GBA,10+,10+,Tecnico Aeronautico,,,,,,,,,Full-Time,17.5,Neto,3,2,No,No recibo bono,No,30,1001+,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,GBA,1 - 2,1 - 2,enc,,,,,,,,,Full-Time,14000,Neto,3,3,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,QA / Tester,,,Funcional,Manual Testing,,,,,Full-Time,5500,Neto,1,1,Menos de un sueldo,Cobro mas en negro,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,4 - 5,PM,,,,,,,,,Full-Time,18000,Neto,3,1,No,No recibo bono,Dos,30,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles"
Hombre,34 - 36,Provincia de Buenos Aires,5 - 7,1 - 2,SysAdmin / DevOps,Linux;AWS / Rackspace,,,,,No,0,Porcentaje de mi sueldo,Full-Time,31000,Bruto,2,2,Un sueldo,Performance individual,No,0,501-1000,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Playroom
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Obrero,,,,,,,,,Full-Time,15000,Neto,4,3,Menos de un sueldo,Performance grupal,No,20,1-10,Sí,Salario,Bonos por desempeño;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,HelpDesk,,,,,,No,0,Bruto,Full-Time,13000,Bruto,2,2,No,No recibo bono,Uno,30,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,GBA,3 - 5,4 - 5,Analista Funcional,,,,,,,,,Full-Time,18200,Bruto,3,3,No,No recibo bono,Uno,14,51-100,No,No cambié de empresa,Comidas pagas/subvencionadas
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Analista,,,,,,,,,Full-Time,40000,Bruto,3,3,No,No recibo bono,Uno,28,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,37 - 40,GBA,10+,6 - 7,asistente presidencia,,,,,,,,,Full-Time,30000,Neto,3,3,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,24 - 26,Provincia de Buenos Aires,1 - 2,1 - 2,DBA,,,,,Aerospike,No,0,Bruto,Full-Time,10000,Bruto,2,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Compras,,,,,,,,,Full-Time,14500,Neto,2,3,Un sueldo,Performance individual,No,0,501-1000,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,36000,Bruto,4,4,No,No recibo bono,Dos,50,51-100,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Infosec,,,,,,"Sí, pasiva",0,Bruto,Full-Time,26000,Bruto,2,2,Menos de un sueldo,Performance individual,Dos,30,1001+,No,Mayor comodidad,Aumento por inflación;Bonos por desempeño
Hombre,41 - 45,Provincia de Buenos Aires,8 - 10,1 - 2,seguridad,,,,,,,,,Part-Time,4000,Bruto,2,2,Un sueldo,Mix de las anteriores,Uno,50,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Developer,,HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),60000,Bruto,5,5,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Developer,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;NodeJS;PHP,,,,"Sí, pasiva",1000,Neto,Full-Time,40000,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Aumento por inflación;Clases de idiomas
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Networking,,,,,,"Sí, pasiva",3200,Neto,Full-Time,18000,Neto,2,1,No,No recibo bono,Uno,5,201-500,No,No cambié de empresa,Abono de celular y/o Internet;Horarios flexibles;Laptop;Viajes al exterior
Hombre,27 - 30,GBA,10+,Menos de un año,Storage / Backup,,,,,,No,10,Porcentaje de mi sueldo,Full-Time,12500,Neto,1,1,No,No recibo bono,Uno,20,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,3 - 5,Menos de un año,Developer,,.NET;C#,,,,"Sí, activa",600,Neto,Full-Time,15300,Bruto,2,1,Menos de un sueldo,Performance individual,Dos,25,201-500,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,18 - 20,GBA,1 - 2,1 - 2,Cadete,,,,,,,,,Part-Time,4000,Neto,4,5,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin / DevOps,Windows,,,,,No,0,Neto,Full-Time,14000,Neto,3,3,Menos de un sueldo,Fin de año,No,0,1-10,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Responsable de Calidad,,,,,,,,,Full-Time,22500,Neto,4,3,No,No recibo bono,Uno,21,11-50,No,No cambié de empresa,Aumento por inflación;WFH (Trabajar desde casa)
Hombre,24 - 26,GBA,5 - 7,1 - 2,Cadete,,,,,,,,,Full-Time,11688,Neto,3,4,No,No recibo bono,No,0,1001+,No,Mejores beneficios,Obra social
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,8 - 9,QA / Tester,,,Mix,Test Complete,,,,,Full-Time,12000,Bruto,1,1,Menos de un sueldo,Delirio gerencial,Uno,19,1001+,No,No cambié de empresa,Laptop;Sueldo divido en dos pagos por mes;WFH (Trabajar desde casa)
Hombre,27 - 30,GBA,8 - 10,4 - 5,SysAdmin / DevOps,Linux;Windows;AWS / Rackspace;VMWare,,,,,"Sí, activa",25,Porcentaje de mi sueldo,Part-Time,33000,Bruto,2,1,Menos de un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,"Aumento por inflación;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,46 - 49,Provincia de Buenos Aires,10+,10+,Teacher,,,,,,,,,Full-Time,18,Neto,2,1,No,No recibo bono,Dos,37,1001+,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,37 - 40,GBA,10+,10+,Pibe orquesta,,,,,,,,,Full-Time,50000,Bruto,3,3,No,No recibo bono,Dos,35,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Storage / Backup,,,,,,No,0,Bruto,Full-Time,65000,Bruto,2,1,3+ sueldos,Mix de las anteriores,Uno,10,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos en gimnasios;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viáticos;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Analista,,,,,,,,,Full-Time,32000,Bruto,3,3,Menos de un sueldo,Performance individual,Uno,17,1001+,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,SysAdmin / DevOps,Linux;Docker / Containers;OpenStack,,,,,No,0,Porcentaje de mi sueldo,Full-Time,70000,Bruto,3,2,Un sueldo,Performance de la compañía,Uno,15,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Viajes al exterior;WFH (Trabajar desde casa)
Mujer,27 - 30,GBA,8 - 10,2 - 3,Moza,,,,,,,,,Full-Time,7000,Neto,2,3,No,No recibo bono,Dos,15,1001+,No,No cambié de empresa,Aumento por inflación;Comidas pagas/subvencionadas
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,Educación y R.R.H.H,,,,,,,,,Full-Time,15000,Neto,2,1,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,50+,Provincia de Buenos Aires,10+,10+,tecnico,,,,,,,,,Full-Time,15000,Neto,2,1,Menos de un sueldo,Performance individual,Uno,25,1001+,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,50+,Provincia de Buenos Aires,10+,10+,HelpDesk,,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,9300,Neto,3,1,No,No recibo bono,Dos,25,1001+,No,No cambié de empresa,Aumento por inflación
Hombre,21 - 23,Provincia de Buenos Aires,10+,10+,Portero,,,,,,,,,Full-Time,75000,Neto,1,1,3+ sueldos,Robos ,No,0,1-10,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Stock options;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viáticos;WFH (Trabajar desde casa)"
Hombre,50+,Provincia de Buenos Aires,10+,10+,tecnico,,,,,,,,,Full-Time,15000,Neto,2,1,Menos de un sueldo,Performance individual,Uno,25,1001+,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Designer,,,,,,,,,Part-Time,5300,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,administrativo,,,,,,,,,Full-Time,15000,Bruto,3,5,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Horarios flexibles
